index,x,y,z,B_x,B_y,B_z
4,98.2,192.75,-74.28,-0.430332,-0.70513,-1.505426
9,58.2,192.75,-74.28,-0.662516,-0.6975520000000001,-1.608406
14,18.2,192.75,-74.28,-0.879776,-0.639582,-1.7296779999999998
19,-21.799999999999997,192.75,-74.28,-1.16326,-0.47325,-1.8537299999999999
24,-61.8,192.75,-74.28,-1.448248,-0.0947242,-1.9878200000000001
29,-101.8,192.75,-74.28,-1.339294,0.1545842,-2.38584
34,-101.8,152.75,-74.28,-1.207008,0.1410918,-2.50552
39,-61.8,152.75,-74.28,-1.074574,-0.15071020000000002,-2.16476
44,-21.799999999999997,152.75,-74.28,-0.959026,-0.38038,-1.965682
49,18.2,152.75,-74.28,-0.7623979999999999,-0.51061,-1.820552
54,58.2,152.75,-74.28,-0.619862,-0.583072,-1.697846
59,98.2,152.75,-74.28,-0.43683,-0.6166159999999999,-1.591386
64,98.2,112.75,-74.28,-0.426708,-0.561856,-1.6648919999999998
69,58.2,112.75,-74.28,-0.55785,-0.515896,-1.76867
74,18.2,112.75,-74.28,-0.6614680000000001,-0.44415,-1.886666
79,-21.799999999999997,112.75,-74.28,-0.7623,-0.341502,-2.02516
84,-61.8,112.75,-74.28,-0.842678,-0.1686126,-2.19372
89,-101.8,112.75,-74.28,-0.857844,0.0261218,-2.3886
94,-141.8,112.75,-74.28,-0.7297560000000001,0.222398,-2.58712
4,-101.8,72.75,-74.28,-0.694584,-0.0985528,-2.32002
9,-101.8,32.75,-74.28,-0.6199859999999999,-0.229092,-2.27112
14,-101.8,-7.25,-74.28,-0.587142,-0.29846,-2.23962
19,-101.8,-47.25,-74.28,-0.59534,-0.34249,-2.21678
24,-101.8,-87.25,-74.28,-0.601166,-0.405968,-2.19952
29,-101.8,-127.25,-74.28,-0.6091840000000001,-0.474368,-2.18358
34,-101.8,-167.25,-74.28,-0.639432,-0.508716,-2.17892
39,-101.8,-207.25,-74.28,-0.6401060000000001,-0.584742,-2.17408
44,-101.8,-247.25,-74.28,-0.65191,-0.6872199999999999,-2.16858
49,-101.8,-287.25,-74.28,-0.648252,-0.90238,-2.15878
54,-101.8,-327.25,-74.28,-0.448616,-1.450084,-2.2108
59,-141.8,-327.25,-74.28,-0.7227020000000001,-0.959214,-2.13082
64,-141.8,-287.25,-74.28,-0.8716020000000001,-0.85613,-2.19106
69,-141.8,-247.25,-74.28,-0.852462,-0.735036,-2.2276
74,-141.8,-207.25,-74.28,-0.813934,-0.613834,-2.2571
79,-141.8,-167.25,-74.28,-0.762108,-0.540664,-2.2707
84,-141.8,-127.25,-74.28,-0.724174,-0.520654,-2.27996
89,-141.8,-87.25,-74.28,-0.6853819999999999,-0.447566,-2.2991200000000003
94,-141.8,-47.25,-74.28,-0.641152,-0.395122,-2.31888
99,-141.8,-7.25,-74.28,-0.619734,-0.29006,-2.3479
104,-141.8,32.75,-74.28,-0.61447,-0.16990539999999998,-2.3872
109,-141.8,72.75,-74.28,-0.633914,-0.0054562,-2.45462
0,-1.8000000000000007,32.75,-45.78,-0.476896,-0.377896,-2.03504
1,-1.8000000000000007,32.75,-5.779999999999973,-0.371318,-0.35457,-2.09416
2,-1.8000000000000007,32.75,34.22000000000003,-0.26628,-0.325922,-2.1416
3,-1.8000000000000007,32.75,74.22000000000003,-0.1475476,-0.29663,-2.1783
4,-1.8000000000000007,32.75,114.22000000000003,-0.0411784,-0.260594,-2.20326
5,-1.8000000000000007,-7.25,-45.78,-0.42819,-0.393932,-2.04922
6,-1.8000000000000007,-7.25,-5.779999999999973,-0.337424,-0.37434,-2.1133
7,-1.8000000000000007,-7.25,34.22000000000003,-0.243602,-0.34528400000000004,-2.16638
8,-1.8000000000000007,-7.25,74.22000000000003,-0.1439098,-0.315066,-2.20664
9,-1.8000000000000007,-7.25,114.22000000000003,-0.0419292,-0.277592,-2.2361
10,-1.8000000000000007,-47.25,-45.78,-0.384368,-0.4152,-2.06702
11,-1.8000000000000007,-47.25,-5.779999999999973,-0.311802,-0.393636,-2.1381
12,-1.8000000000000007,-47.25,34.22000000000003,-0.233832,-0.358906,-2.19658
13,-1.8000000000000007,-47.25,74.22000000000003,-0.13647720000000002,-0.324422,-2.2415
14,-1.8000000000000007,-47.25,114.22000000000003,-0.043208800000000006,-0.285084,-2.27268
15,-1.8000000000000007,-87.25,-45.78,-0.35375,-0.446754,-2.0846
16,-1.8000000000000007,-87.25,-5.779999999999973,-0.294066,-0.409738,-2.16998
17,-1.8000000000000007,-87.25,34.22000000000003,-0.223392,-0.371954,-2.23338
18,-1.8000000000000007,-87.25,74.22000000000003,-0.1302378,-0.328646,-2.28106
19,-1.8000000000000007,-87.25,114.22000000000003,-0.045573800000000005,-0.285238,-2.31272
20,-1.8000000000000007,-127.25,-45.78,-0.342482,-0.473566,-2.11498
21,-1.8000000000000007,-127.25,-5.779999999999973,-0.300526,-0.43175,-2.20706
22,-1.8000000000000007,-127.25,34.22000000000003,-0.239144,-0.385796,-2.2763400000000003
23,-1.8000000000000007,-127.25,74.22000000000003,-0.155824,-0.33814,-2.32648
24,-1.8000000000000007,-127.25,114.22000000000003,-0.0674224,-0.286346,-2.3584400000000003
25,-1.8000000000000007,-167.25,-45.78,-0.3354,-0.507636,-2.15586
26,-1.8000000000000007,-167.25,-5.779999999999973,-0.306802,-0.455472,-2.25462
27,-1.8000000000000007,-167.25,34.22000000000003,-0.257424,-0.401432,-2.32702
28,-1.8000000000000007,-167.25,74.22000000000003,-0.1807382,-0.340982,-2.3782400000000004
29,-1.8000000000000007,-167.25,114.22000000000003,-0.0969746,-0.283862,-2.40808
30,-1.8000000000000007,-327.25,-45.78,-0.7407199999999999,-0.699156,-2.49384
31,-1.8000000000000007,-327.25,-5.779999999999973,-0.642736,-0.503174,-2.6891
32,-1.8000000000000007,-327.25,34.22000000000003,-0.544818,-0.30148,-2.72534
33,-1.8000000000000007,-327.25,74.22000000000003,-0.441598,-0.1625406,-2.70088
34,-1.8000000000000007,-327.25,114.22000000000003,-0.33217800000000003,-0.0743326,-2.65596
35,18.2,-327.25,-45.78,-0.5826439999999999,-0.53943,-2.4902
36,18.2,-327.25,-5.779999999999973,-0.5492319999999999,-0.390396,-2.64526
37,18.2,-327.25,34.22000000000003,-0.4723100000000001,-0.23109,-2.678
38,18.2,-327.25,74.22000000000003,-0.369604,-0.10925619999999997,-2.64858
39,18.2,-327.25,114.22000000000003,-0.274566,-0.0350704,-2.59722
40,18.2,-167.25,-45.78,-0.284806,-0.5089819999999999,-2.15572
41,18.2,-167.25,-5.779999999999973,-0.262652,-0.446292,-2.2387200000000003
42,18.2,-167.25,34.22000000000003,-0.217002,-0.379684,-2.30076
43,18.2,-167.25,74.22000000000003,-0.148199,-0.32153400000000004,-2.34152
44,18.2,-167.25,114.22000000000003,-0.06692000000000001,-0.262694,-2.36464
45,18.2,-127.25,-45.78,-0.306532,-0.477314,-2.1034200000000003
46,18.2,-127.25,-5.779999999999973,-0.270784,-0.41913,-2.1844
47,18.2,-127.25,34.22000000000003,-0.212094,-0.36873,-2.24436
48,18.2,-127.25,74.22000000000003,-0.1383572,-0.316064,-2.2873
49,18.2,-127.25,114.22000000000003,-0.0550572,-0.263886,-2.31442
50,18.2,-87.25,-45.78,-0.321462,-0.44699,-2.0659400000000003
51,18.2,-87.25,-5.779999999999973,-0.262654,-0.406906,-2.14132
52,18.2,-87.25,34.22000000000003,-0.200934,-0.361876,-2.1976
53,18.2,-87.25,74.22000000000003,-0.1192252,-0.318986,-2.23938
54,18.2,-87.25,114.22000000000003,-0.0304828,-0.270892,-2.26784
55,18.2,-47.25,-45.78,-0.352112,-0.421692,-2.0392
56,18.2,-47.25,-5.779999999999973,-0.279222,-0.385776,-2.10518
57,18.2,-47.25,34.22000000000003,-0.203752,-0.344442,-2.15788
58,18.2,-47.25,74.22000000000003,-0.1163126,-0.308804,-2.1971
59,18.2,-47.25,114.22000000000003,-0.0204444,-0.26566,-2.22582
60,18.2,-7.25,-45.78,-0.392678,-0.411242,-2.01198
61,18.2,-7.25,-5.779999999999973,-0.299996,-0.369248,-2.07438
62,18.2,-7.25,34.22000000000003,-0.211252,-0.333706,-2.12196
63,18.2,-7.25,74.22000000000003,-0.106412,-0.297528,-2.15962
64,18.2,-7.25,114.22000000000003,-0.0106136,-0.255132,-2.18602
65,18.2,32.75,-45.78,-0.4385060000000001,-0.398534,-1.98996
66,18.2,32.75,-5.779999999999973,-0.334766,-0.362304,-2.04644
67,18.2,32.75,34.22000000000003,-0.23742,-0.32445,-2.091
68,18.2,32.75,74.22000000000003,-0.1274612,-0.288878,-2.12558
69,18.2,32.75,114.22000000000003,-0.0219436,-0.246878,-2.15006
70,38.2,32.75,-45.78,-0.413772,-0.413796,-1.94372
71,38.2,32.75,-5.779999999999973,-0.31697,-0.375022,-1.9956
72,38.2,32.75,34.22000000000003,-0.22893400000000005,-0.330034,-2.0383
73,38.2,32.75,74.22000000000003,-0.115323,-0.304254,-2.0718400000000003
74,38.2,32.75,114.22000000000003,-0.0197396,-0.25752800000000003,-2.0971
75,38.2,-7.25,-45.78,-0.362774,-0.441638,-1.97194
76,38.2,-7.25,-5.779999999999973,-0.278548,-0.390138,-2.03028
77,38.2,-7.25,34.22000000000003,-0.194014,-0.35232,-2.07552
78,38.2,-7.25,74.22000000000003,-0.098453,-0.312456,-2.11138
79,38.2,-7.25,114.22000000000003,-0.008497200000000002,-0.267764,-2.13788
80,38.2,-47.25,-45.78,-0.325146,-0.45227,-2.00546
81,38.2,-47.25,-5.779999999999973,-0.255696,-0.408118,-2.0672
82,38.2,-47.25,34.22000000000003,-0.181374,-0.355736,-2.1176
83,38.2,-47.25,74.22000000000003,-0.0950968,-0.317064,-2.1543
84,38.2,-47.25,114.22000000000003,-0.0105196,-0.269762,-2.18086
85,38.2,-87.25,-45.78,-0.292652,-0.461734,-2.04442
86,38.2,-87.25,-5.779999999999973,-0.241076,-0.408372,-2.1109
87,38.2,-87.25,34.22000000000003,-0.179178,-0.358782,-2.1612
88,38.2,-87.25,74.22000000000003,-0.0956526,-0.311818,-2.19864
89,38.2,-87.25,114.22000000000003,-0.017424000000000002,-0.26273,-2.22352
90,38.2,-127.25,-45.78,-0.27156,-0.482134,-2.09378
91,38.2,-127.25,-5.779999999999973,-0.231476,-0.42376,-2.16198
92,38.2,-127.25,34.22000000000003,-0.181116,-0.366254,-2.21266
93,38.2,-127.25,74.22000000000003,-0.1097244,-0.3112,-2.24912
94,38.2,-127.25,114.22000000000003,-0.0363866,-0.259608,-2.27162
95,38.2,-167.25,-45.78,-0.259608,-0.50707,-2.1547400000000003
96,38.2,-167.25,-5.779999999999973,-0.240632,-0.43387,-2.22296
97,38.2,-167.25,34.22000000000003,-0.204448,-0.363076,-2.27262
98,38.2,-167.25,74.22000000000003,-0.130408,-0.30443600000000004,-2.30588
99,38.2,-167.25,114.22000000000003,-0.05485,-0.241894,-2.32348
100,38.2,-327.25,-45.78,-0.467294,-0.447398,-2.51038
101,38.2,-327.25,-5.779999999999973,-0.476618,-0.300022,-2.6179
102,38.2,-327.25,34.22000000000003,-0.421928,-0.1613366,-2.63472
103,38.2,-327.25,74.22000000000003,-0.332884,-0.052218,-2.5987
104,38.2,-327.25,114.22000000000003,-0.241568,0.0146004,-2.5442400000000003
105,78.2,-327.25,-45.78,-0.292068,-0.340452,-2.5938
106,78.2,-327.25,-5.779999999999973,-0.338648,-0.214316,-2.60524
107,78.2,-327.25,34.22000000000003,-0.319646,-0.0942914,-2.5775
108,78.2,-327.25,74.22000000000003,-0.259054,-0.0018224,-2.52012
109,78.2,-327.25,114.22000000000003,-0.181112,0.0563688,-2.45722
110,78.2,-167.25,-45.78,-0.196918,-0.491976,-2.16418
111,78.2,-167.25,-5.779999999999973,-0.184028,-0.402622,-2.19966
112,78.2,-167.25,34.22000000000003,-0.1505292,-0.329774,-2.22586
113,78.2,-167.25,74.22000000000003,-0.0902652,-0.267926,-2.24228
114,78.2,-167.25,114.22000000000003,-0.0216986,-0.207346,-2.2482
115,78.2,-127.25,-45.78,-0.234324,-0.5007199999999999,-2.07486
116,78.2,-127.25,-5.779999999999973,-0.19585,-0.4188939999999999,-2.12116
117,78.2,-127.25,34.22000000000003,-0.1466014,-0.36514,-2.15444
118,78.2,-127.25,74.22000000000003,-0.085281,-0.301244,-2.18014
119,78.2,-127.25,114.22000000000003,-0.0132192,-0.24415,-2.19478
120,78.2,-87.25,-45.78,-0.241726,-0.475764,-2.00956
121,78.2,-87.25,-5.779999999999973,-0.19114,-0.407368,-2.0586
122,78.2,-87.25,34.22000000000003,-0.13442520000000002,-0.33976,-2.0984
123,78.2,-87.25,74.22000000000003,-0.0592562,-0.285298,-2.12666
124,78.2,-87.25,114.22000000000003,0.0102514,-0.23064,-2.1446400000000003
125,78.2,-47.25,-45.78,-0.278098,-0.464396,-1.95104
126,78.2,-47.25,-5.779999999999973,-0.213512,-0.405832,-2.0011400000000004
127,78.2,-47.25,34.22000000000003,-0.1448104,-0.355554,-2.04182
128,78.2,-47.25,74.22000000000003,-0.0674202,-0.307102,-2.07304
129,78.2,-47.25,114.22000000000003,0.0120696,-0.256174,-2.09564
130,78.2,-7.25,-45.78,-0.32443,-0.460574,-1.90038
131,78.2,-7.25,-5.779999999999973,-0.241788,-0.410434,-1.95026
132,78.2,-7.25,34.22000000000003,-0.167015,-0.354686,-1.9932
133,78.2,-7.25,74.22000000000003,-0.0821936,-0.305736,-2.02714
134,78.2,-7.25,114.22000000000003,0.0049856,-0.253722,-2.05238
135,78.2,32.75,-45.78,-0.353524,-0.456866,-1.85566
136,78.2,32.75,-5.779999999999973,-0.262054,-0.397944,-1.90468
137,78.2,32.75,34.22000000000003,-0.1700918,-0.350768,-1.94558
138,78.2,32.75,74.22000000000003,-0.08469739999999999,-0.29593200000000003,-1.97874
139,78.2,32.75,114.22000000000003,0.011311,-0.246356,-2.00366
140,78.2,-207.25,-45.78,-0.202898,-0.506178,-2.25552
141,78.2,-207.25,-5.779999999999973,-0.200034,-0.400902,-2.28218
142,78.2,-207.25,34.22000000000003,-0.1763366,-0.313918,-2.29948
143,78.2,-207.25,74.22000000000003,-0.1173278,-0.240394,-2.30698
144,78.2,-207.25,114.22000000000003,-0.048907,-0.17316979999999998,-2.30262
145,78.2,-247.25,-45.78,-0.211514,-0.45623,-2.36848
146,78.2,-247.25,-5.779999999999973,-0.228254,-0.347008,-2.38092
147,78.2,-247.25,34.22000000000003,-0.20262,-0.255176,-2.3847400000000003
148,78.2,-247.25,74.22000000000003,-0.152054,-0.1744904,-2.3762
149,78.2,-247.25,114.22000000000003,-0.08192360000000001,-0.1046534,-2.35726
150,78.2,-287.25,-45.78,-0.258168,-0.414618,-2.47684
151,78.2,-287.25,-5.779999999999973,-0.289616,-0.303496,-2.4838
152,78.2,-287.25,34.22000000000003,-0.27002800000000005,-0.196716,-2.4756
153,78.2,-287.25,74.22000000000003,-0.215234,-0.1012388,-2.45014
154,78.2,-287.25,114.22000000000003,-0.1474608,-0.0450344,-2.41316
155,38.2,-287.25,-45.78,-0.330798,-0.542014,-2.4008
156,38.2,-287.25,-5.779999999999973,-0.352214,-0.427438,-2.48782
157,38.2,-287.25,34.22000000000003,-0.321342,-0.31028,-2.5236400000000003
158,38.2,-287.25,74.22000000000003,-0.253874,-0.218724,-2.52118
159,38.2,-287.25,114.22000000000003,-0.1753148,-0.1402766,-2.49784
160,18.2,-287.25,-45.78,-0.383828,-0.588464,-2.3749
161,18.2,-287.25,-5.779999999999973,-0.38923,-0.468504,-2.49876
162,18.2,-287.25,34.22000000000003,-0.349106,-0.3466,-2.55138
163,18.2,-287.25,74.22000000000003,-0.273564,-0.234058,-2.5598
164,18.2,-287.25,114.22000000000003,-0.183868,-0.1481418,-2.54208
165,-1.8000000000000007,-287.25,-45.78,-0.464496,-0.6503479999999999,-2.35576
166,-1.8000000000000007,-287.25,-5.779999999999973,-0.453974,-0.5140140000000001,-2.51576
167,-1.8000000000000007,-287.25,34.22000000000003,-0.397764,-0.381574,-2.5841
168,-1.8000000000000007,-287.25,74.22000000000003,-0.317396,-0.26613000000000003,-2.60132
169,-1.8000000000000007,-287.25,114.22000000000003,-0.227692,-0.180045,-2.5907
170,-1.8000000000000007,-247.25,-45.78,-0.353926,-0.5815060000000001,-2.271
171,-1.8000000000000007,-247.25,-5.779999999999973,-0.356528,-0.49627,-2.39906
172,-1.8000000000000007,-247.25,34.22000000000003,-0.313334,-0.402352,-2.4756
173,-1.8000000000000007,-247.25,74.22000000000003,-0.247948,-0.313152,-2.51284
174,-1.8000000000000007,-247.25,114.22000000000003,-0.1546718,-0.233738,-2.5241
175,18.2,-247.25,-45.78,-0.304742,-0.544802,-2.29058
176,18.2,-247.25,-5.779999999999973,-0.318614,-0.447022,-2.39106
177,18.2,-247.25,34.22000000000003,-0.288166,-0.35996,-2.44876
178,18.2,-247.25,74.22000000000003,-0.220328,-0.271882,-2.47538
179,18.2,-247.25,114.22000000000003,-0.1354684,-0.199522,-2.47836
180,38.2,-247.25,-45.78,-0.281028,-0.518552,-2.31244
181,38.2,-247.25,-5.779999999999973,-0.29782,-0.42766,-2.38348
182,38.2,-247.25,34.22000000000003,-0.267354,-0.338304,-2.4251400000000003
183,38.2,-247.25,74.22000000000003,-0.213898,-0.250622,-2.44122
184,38.2,-247.25,114.22000000000003,-0.12874760000000002,-0.182792,-2.43846
185,38.2,-207.25,-45.78,-0.263302,-0.51605,-2.22748
186,38.2,-207.25,-5.779999999999973,-0.26316,-0.428444,-2.29724
187,38.2,-207.25,34.22000000000003,-0.23264,-0.356308,-2.34302
188,38.2,-207.25,74.22000000000003,-0.16932879999999995,-0.287764,-2.36996
189,38.2,-207.25,114.22000000000003,-0.0945264,-0.219572,-2.38022
190,18.2,-207.25,-45.78,-0.27134,-0.547726,-2.2122
191,18.2,-207.25,-5.779999999999973,-0.26938,-0.4763060000000001,-2.30262
192,18.2,-207.25,34.22000000000003,-0.233646,-0.402218,-2.3643
193,18.2,-207.25,74.22000000000003,-0.1684338,-0.32734800000000003,-2.40156
194,18.2,-207.25,114.22000000000003,-0.0911128,-0.25799,-2.41776
195,-1.8000000000000007,-207.25,-45.78,-0.32075,-0.550178,-2.2035400000000003
196,-1.8000000000000007,-207.25,-5.779999999999973,-0.30647,-0.491106,-2.31474
197,-1.8000000000000007,-207.25,34.22000000000003,-0.26686,-0.420224,-2.38996
198,-1.8000000000000007,-207.25,74.22000000000003,-0.18988,-0.34304,-2.43854
199,-1.8000000000000007,-207.25,114.22000000000003,-0.1076838,-0.273596,-2.46088
